task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
458	1e/4fb7a6	163873	SUSIE_FINE_MAPPING (457)	COMPLETED	0	2022-01-12 15:19:51.375	1m 15s	46.3s	68.6%	1.2 GB	1.5 GB	55.4 MB	6.3 KB
459	8d/2fe21a	163875	SUSIE_FINE_MAPPING (458)	COMPLETED	0	2022-01-12 15:19:52.032	1m 15s	47.5s	69.6%	1.1 GB	1.5 GB	54.5 MB	13.2 KB
460	77/9f0d47	163878	SUSIE_FINE_MAPPING (459)	COMPLETED	0	2022-01-12 15:19:52.394	1m 15s	56.6s	83.3%	808.9 MB	1.1 GB	48.1 MB	6.9 KB
488	0b/b7af7b	163928	SUSIE_FINE_MAPPING (487)	COMPLETED	0	2022-01-12 15:20:11.745	55.3s	29.7s	18.0%	214.2 MB	407 MB	30.2 MB	7.1 KB
489	01/2de1aa	163930	SUSIE_FINE_MAPPING (488)	COMPLETED	0	2022-01-12 15:20:11.955	55.2s	31.5s	23.3%	438.8 MB	759.4 MB	30.6 MB	8.6 KB
502	4c/3f50ce	163961	SUSIE_FINE_MAPPING (501)	COMPLETED	0	2022-01-12 15:20:25.729	41.7s	26.8s	63.4%	446.5 MB	767 MB	26.9 MB	6.3 KB
521	79/c120d4	163999	SUSIE_FINE_MAPPING (520)	COMPLETED	0	2022-01-12 15:20:41.570	26.1s	11.6s	67.6%	633.6 MB	894 MB	43.4 MB	6.3 KB
457	11/e0b2e6	163871	SUSIE_FINE_MAPPING (456)	COMPLETED	0	2022-01-12 15:19:51.085	1m 21s	51.3s	69.7%	1.1 GB	1.4 GB	49.6 MB	6.8 KB
540	ea/efa02d	164030	SUSIE_FINE_MAPPING (539)	COMPLETED	0	2022-01-12 15:20:53.220	18.8s	10.3s	71.6%	645 MB	971.4 MB	43.6 MB	6.3 KB
505	1d/279ddd	163968	SUSIE_FINE_MAPPING (504)	COMPLETED	0	2022-01-12 15:20:27.485	49.3s	33.7s	61.9%	413.4 MB	608.6 MB	29.5 MB	6.3 KB
514	7d/903f78	163984	SUSIE_FINE_MAPPING (513)	COMPLETED	0	2022-01-12 15:20:36.166	40.8s	24.7s	62.9%	605 MB	927.3 MB	39.2 MB	6.3 KB
533	24/a8ae19	164021	SUSIE_FINE_MAPPING (532)	COMPLETED	0	2022-01-12 15:20:48.726	28.5s	15s	57.1%	323.7 MB	644.8 MB	24.7 MB	6.3 KB
539	15/a6993f	164032	SUSIE_FINE_MAPPING (538)	COMPLETED	0	2022-01-12 15:20:53.603	23.7s	12.9s	65.4%	863.2 MB	1 GB	56.1 MB	6.9 KB
510	3b/9857d9	163975	SUSIE_FINE_MAPPING (509)	COMPLETED	0	2022-01-12 15:20:30.585	51.2s	43.8s	84.6%	1.1 GB	1.4 GB	54.8 MB	6.9 KB
388	f8/e133be	163794	SUSIE_FINE_MAPPING (387)	COMPLETED	0	2022-01-12 15:18:58.190	2m 28s	2m 18s	89.4%	856 MB	1.2 GB	42.3 MB	6.8 KB
483	a1/adbc23	163920	SUSIE_FINE_MAPPING (482)	COMPLETED	0	2022-01-12 15:20:08.905	1m 18s	49.7s	50.2%	1.2 GB	1.5 GB	67.4 MB	13.1 KB
496	a0/10f0a4	163944	SUSIE_FINE_MAPPING (495)	COMPLETED	0	2022-01-12 15:20:17.694	1m 9s	41.5s	15.0%	213.9 MB	407 MB	26.3 MB	6.3 KB
561	a5/88a764	164077	SUSIE_FINE_MAPPING (560)	COMPLETED	0	2022-01-12 15:21:08.124	18.9s	10.1s	71.3%	816.9 MB	1.1 GB	46.8 MB	6.3 KB
281	15/148fe0	163684	SUSIE_FINE_MAPPING (280)	COMPLETED	0	2022-01-12 15:17:15.317	4m 16s	4m	91.8%	1.1 GB	1.4 GB	46.5 MB	6.7 KB
494	85/379718	163940	SUSIE_FINE_MAPPING (493)	COMPLETED	0	2022-01-12 15:20:15.924	1m 16s	43.2s	18.0%	341.3 MB	661.6 MB	26.3 MB	9 KB
509	b7/b8cb3a	163978	SUSIE_FINE_MAPPING (508)	COMPLETED	0	2022-01-12 15:20:31.682	1m	52.1s	85.5%	542.2 MB	864 MB	32 MB	7.4 KB
484	32/cf5e1d	163931	SUSIE_FINE_MAPPING (483)	COMPLETED	0	2022-01-12 15:20:12.831	1m 24s	48.6s	24.2%	255.2 MB	514.9 MB	60.8 MB	9.8 KB
498	7a/2c28a4	163949	SUSIE_FINE_MAPPING (497)	COMPLETED	0	2022-01-12 15:20:20.724	1m 16s	47.4s	22.9%	423.4 MB	744.3 MB	29 MB	10.9 KB
520	88/7711fa	163994	SUSIE_FINE_MAPPING (519)	COMPLETED	0	2022-01-12 15:20:40.438	56.9s	10.5s	61.7%	718 MB	1 GB	43.3 MB	6.3 KB
524	37/d6f68b	164002	SUSIE_FINE_MAPPING (523)	COMPLETED	0	2022-01-12 15:20:42.541	54.9s	11.9s	61.6%	702.7 MB	963.2 MB	46.4 MB	6.3 KB
541	6a/44c098	164036	SUSIE_FINE_MAPPING (540)	COMPLETED	0	2022-01-12 15:20:55.481	42.2s	21.1s	51.2%	674.6 MB	869 MB	43.9 MB	6.3 KB
564	ae/93c4df	164087	SUSIE_FINE_MAPPING (563)	COMPLETED	0	2022-01-12 15:21:12.377	25.6s	10.6s	47.1%	370.3 MB	560.7 MB	28.5 MB	6.3 KB
206	2f/7f4d64	163567	SUSIE_FINE_MAPPING (205)	COMPLETED	0	2022-01-12 15:16:10.886	5m 36s	5m 13s	88.1%	667.2 MB	989.3 MB	35.8 MB	6.8 KB
506	25/ca5c5c	163969	SUSIE_FINE_MAPPING (505)	COMPLETED	0	2022-01-12 15:20:28.344	1m 19s	43s	17.9%	501.1 MB	823.4 MB	31.1 MB	6.3 KB
528	65/a8548c	164007	SUSIE_FINE_MAPPING (527)	COMPLETED	0	2022-01-12 15:20:45.288	1m 2s	19.1s	68.3%	938.5 MB	1.2 GB	44 MB	14.5 KB
568	c7/382a30	164102	SUSIE_FINE_MAPPING (567)	COMPLETED	0	2022-01-12 15:21:19.001	28.4s	15.2s	75.3%	615.2 MB	941 MB	44 MB	6.3 KB
503	bc/9338f6	163963	SUSIE_FINE_MAPPING (502)	COMPLETED	0	2022-01-12 15:20:26.488	1m 25s	44.3s	22.3%	398.1 MB	638.4 MB	27.3 MB	7.6 KB
538	db/50f62f	164025	SUSIE_FINE_MAPPING (537)	COMPLETED	0	2022-01-12 15:20:51.009	1m 1s	45.7s	69.8%	880.9 MB	1.2 GB	47.2 MB	6.3 KB
537	b5/3aec12	164028	SUSIE_FINE_MAPPING (536)	COMPLETED	0	2022-01-12 15:20:51.745	1m	45.5s	69.1%	846.5 MB	1.2 GB	50 MB	9.2 KB
556	1b/949903	164065	SUSIE_FINE_MAPPING (555)	COMPLETED	0	2022-01-12 15:21:02.932	49.2s	35.5s	73.1%	869.5 MB	1.2 GB	46.9 MB	7.4 KB
490	18/3f02dc	163934	SUSIE_FINE_MAPPING (489)	COMPLETED	0	2022-01-12 15:20:13.738	1m 43s	1m 23s	75.8%	525.2 MB	847 MB	33.6 MB	11.3 KB
499	ac/258269	163955	SUSIE_FINE_MAPPING (498)	COMPLETED	0	2022-01-12 15:20:23.088	1m 34s	51.9s	29.2%	421.6 MB	743.4 MB	29 MB	14.2 KB
504	76/cab630	163966	SUSIE_FINE_MAPPING (503)	COMPLETED	0	2022-01-12 15:20:26.854	1m 30s	47.8s	24.0%	400 MB	594.6 MB	27.3 MB	8 KB
526	2b/37707e	164006	SUSIE_FINE_MAPPING (525)	COMPLETED	0	2022-01-12 15:20:44.106	1m 13s	34.5s	28.4%	860.4 MB	1.2 GB	44.4 MB	6.3 KB
536	a3/3a4e87	164022	SUSIE_FINE_MAPPING (535)	COMPLETED	0	2022-01-12 15:20:49.176	1m 8s	29.6s	26.8%	580.3 MB	772.3 MB	39.1 MB	6.3 KB
535	3a/aa5c9f	164023	SUSIE_FINE_MAPPING (534)	COMPLETED	0	2022-01-12 15:20:50.676	1m 7s	21.1s	57.1%	655.7 MB	942.5 MB	43.1 MB	6.3 KB
549	6e/b4b2b7	164051	SUSIE_FINE_MAPPING (548)	COMPLETED	0	2022-01-12 15:20:58.828	58.8s	41.2s	58.5%	743.4 MB	1 GB	45.9 MB	6.3 KB
583	48/57dcf2	164149	SUSIE_FINE_MAPPING (582)	COMPLETED	0	2022-01-12 15:21:39.258	18.5s	7.9s	73.8%	474.1 MB	792.5 MB	28.6 MB	6.3 KB
486	86/01cb78	163924	SUSIE_FINE_MAPPING (485)	COMPLETED	0	2022-01-12 15:20:10.636	1m 51s	1m 28s	69.7%	537.6 MB	858.9 MB	29.2 MB	7.2 KB
508	63/5e072d	163972	SUSIE_FINE_MAPPING (507)	COMPLETED	0	2022-01-12 15:20:30.219	1m 37s	54.6s	36.1%	682.6 MB	1013.8 MB	45.3 MB	8.9 KB
518	93/b648ab	163997	SUSIE_FINE_MAPPING (517)	COMPLETED	0	2022-01-12 15:20:40.715	1m 26s	29.8s	70.7%	648.2 MB	970.2 MB	43.6 MB	12.3 KB
523	c7/ca9a3a	164003	SUSIE_FINE_MAPPING (522)	COMPLETED	0	2022-01-12 15:20:42.753	1m 24s	33.2s	67.5%	1 GB	1.3 GB	53.5 MB	6.3 KB
530	8d/45189c	164011	SUSIE_FINE_MAPPING (529)	COMPLETED	0	2022-01-12 15:20:46.368	1m 21s	30.3s	72.8%	1.2 GB	1.6 GB	69.9 MB	6.3 KB
544	ef/b4d5e2	164039	SUSIE_FINE_MAPPING (543)	COMPLETED	0	2022-01-12 15:20:56.477	1m 11s	56.5s	74.5%	892.5 MB	1.2 GB	71 MB	6.3 KB
550	74/d9d07d	164053	SUSIE_FINE_MAPPING (549)	COMPLETED	0	2022-01-12 15:20:59.077	1m 8s	52.3s	72.2%	752.7 MB	1.1 GB	49.4 MB	6.3 KB
584	43/9f75a1	164153	SUSIE_FINE_MAPPING (583)	COMPLETED	0	2022-01-12 15:21:47.436	20.4s	8.7s	69.0%	342.8 MB	661.1 MB	26.1 MB	6.3 KB
532	6d/1dc2ae	164016	SUSIE_FINE_MAPPING (531)	COMPLETED	0	2022-01-12 15:20:47.252	1m 25s	36.1s	66.5%	765.5 MB	1.1 GB	45.8 MB	6.1 KB
534	96/f7ef67	164020	SUSIE_FINE_MAPPING (533)	COMPLETED	0	2022-01-12 15:20:48.372	1m 24s	35.8s	66.4%	684.2 MB	1015 MB	43.4 MB	6.3 KB
555	fe/edae5b	164064	SUSIE_FINE_MAPPING (554)	COMPLETED	0	2022-01-12 15:21:02.639	1m 9s	50.7s	67.0%	1003.8 MB	1.2 GB	53.3 MB	6.9 KB
575	7f/059fd9	164127	SUSIE_FINE_MAPPING (574)	COMPLETED	0	2022-01-12 15:21:31.908	40.3s	20.3s	43.5%	920.6 MB	1.2 GB	51.5 MB	6.3 KB
590	84/95da6f	164163	SUSIE_FINE_MAPPING (589)	COMPLETED	0	2022-01-12 15:21:52.902	19.3s	15s	71.5%	1.2 GB	1.5 GB	58.5 MB	6.3 KB
529	3d/478448	164014	SUSIE_FINE_MAPPING (528)	COMPLETED	0	2022-01-12 15:20:46.628	1m 30s	39.1s	64.7%	1.5 GB	1.9 GB	69.8 MB	6.3 KB
542	2d/fdb9ef	164033	SUSIE_FINE_MAPPING (541)	COMPLETED	0	2022-01-12 15:20:55.144	1m 22s	55.6s	83.5%	676.1 MB	994.9 MB	43.8 MB	8.6 KB
586	75/7771b8	164157	SUSIE_FINE_MAPPING (585)	COMPLETED	0	2022-01-12 15:21:48.885	28.2s	16.7s	70.7%	426.8 MB	744.9 MB	28.8 MB	14.1 KB
481	8b/a83d99	163918	SUSIE_FINE_MAPPING (480)	COMPLETED	0	2022-01-12 15:20:07.812	2m 14s	1m 59s	89.3%	696.1 MB	1017.8 MB	34.8 MB	7.3 KB
527	96/064ab4	164009	SUSIE_FINE_MAPPING (526)	COMPLETED	0	2022-01-12 15:20:45.603	1m 36s	58.7s	56.3%	1.4 GB	1.8 GB	54.4 MB	9.4 KB
573	ca/2bf00f	164119	SUSIE_FINE_MAPPING (572)	COMPLETED	0	2022-01-12 15:21:27.961	54s	28.8s	55.9%	680.5 MB	1001.7 MB	38.2 MB	6.3 KB
580	e2/65405c	164144	SUSIE_FINE_MAPPING (579)	COMPLETED	0	2022-01-12 15:21:38.221	44s	33.5s	70.1%	783.8 MB	1.1 GB	47.1 MB	6.2 KB
585	72/2660c9	164154	SUSIE_FINE_MAPPING (584)	COMPLETED	0	2022-01-12 15:21:48.151	34.1s	16.2s	63.6%	423.6 MB	742.8 MB	29 MB	6.3 KB
594	75/594b09	164173	SUSIE_FINE_MAPPING (593)	COMPLETED	0	2022-01-12 15:21:57.971	24.3s	10.6s	68.9%	472.5 MB	795.4 MB	30.5 MB	6.3 KB
597	a9/4c4fc4	164180	SUSIE_FINE_MAPPING (596)	COMPLETED	0	2022-01-12 15:22:00.308	22s	8.2s	71.4%	435.7 MB	756.1 MB	30.6 MB	7.7 KB
598	55/7cb0fe	164182	SUSIE_FINE_MAPPING (597)	COMPLETED	0	2022-01-12 15:22:01.176	21.2s	10.8s	70.4%	855.9 MB	1.2 GB	40.1 MB	6.3 KB
599	cd/2816a2	164183	SUSIE_FINE_MAPPING (598)	COMPLETED	0	2022-01-12 15:22:01.322	21.1s	9.3s	72.8%	619.4 MB	940.5 MB	36.2 MB	6.5 KB
288	b9/1cb372	163692	SUSIE_FINE_MAPPING (287)	COMPLETED	0	2022-01-12 15:17:20.561	5m 6s	4m 50s	89.9%	909.1 MB	1.2 GB	42.9 MB	6.7 KB
290	6b/89f0f5	163695	SUSIE_FINE_MAPPING (289)	COMPLETED	0	2022-01-12 15:17:25.362	5m 2s	4m 54s	93.8%	906.9 MB	1.2 GB	42.9 MB	7.1 KB
592	74/2af601	164170	SUSIE_FINE_MAPPING (591)	COMPLETED	0	2022-01-12 15:21:57.265	29.8s	16s	77.5%	962.3 MB	1.3 GB	46.2 MB	7.1 KB
593	67/03ff27	164171	SUSIE_FINE_MAPPING (592)	COMPLETED	0	2022-01-12 15:21:57.512	29.6s	13.8s	76.7%	669.8 MB	1000.3 MB	40.5 MB	7.6 KB
595	2c/bc9cf0	164176	SUSIE_FINE_MAPPING (594)	COMPLETED	0	2022-01-12 15:21:58.258	28.9s	9.8s	58.2%	465.9 MB	784.2 MB	30.6 MB	6.3 KB
602	a4/034fd7	164191	SUSIE_FINE_MAPPING (601)	COMPLETED	0	2022-01-12 15:22:07.237	20.1s	11.3s	76.0%	640.6 MB	960.3 MB	37.1 MB	6.3 KB
588	e0/be5703	164160	SUSIE_FINE_MAPPING (587)	COMPLETED	0	2022-01-12 15:21:52.677	39.2s	18.6s	74.5%	1.2 GB	1.5 GB	56.2 MB	6.3 KB
591	60/5a5eaf	164165	SUSIE_FINE_MAPPING (590)	COMPLETED	0	2022-01-12 15:21:53.529	38.5s	13s	59.8%	741.7 MB	1 GB	41.9 MB	6.3 KB
596	cb/17492e	164178	SUSIE_FINE_MAPPING (595)	COMPLETED	0	2022-01-12 15:22:00.045	32.1s	17.3s	32.6%	408.6 MB	614.7 MB	31.1 MB	8.4 KB
605	84/a7b31a	164200	SUSIE_FINE_MAPPING (604)	COMPLETED	0	2022-01-12 15:22:10.614	21.7s	16s	77.9%	940.9 MB	1.2 GB	70.6 MB	6.3 KB
607	3b/ed1eb1	164205	SUSIE_FINE_MAPPING (606)	COMPLETED	0	2022-01-12 15:22:11.734	20.7s	12s	73.0%	917.1 MB	1.2 GB	43.7 MB	6.3 KB
125	54/a9881f	163418	SUSIE_FINE_MAPPING (124)	COMPLETED	0	2022-01-12 15:15:07.662	7m 29s	7m 2s	93.8%	1.8 GB	2.1 GB	78.3 MB	6.8 KB
531	d0/67720e	164017	SUSIE_FINE_MAPPING (530)	COMPLETED	0	2022-01-12 15:20:47.986	1m 49s	57.2s	76.8%	762.5 MB	1.1 GB	46 MB	7.4 KB
604	46/2344cb	164196	SUSIE_FINE_MAPPING (603)	COMPLETED	0	2022-01-12 15:22:09.000	28.2s	20.7s	79.8%	643.9 MB	966.2 MB	48 MB	9.2 KB
606	24/e36037	164203	SUSIE_FINE_MAPPING (605)	COMPLETED	0	2022-01-12 15:22:10.911	26.3s	20.7s	74.5%	860.4 MB	1 GB	69.3 MB	6.3 KB
603	1f/386b8b	164198	SUSIE_FINE_MAPPING (602)	COMPLETED	0	2022-01-12 15:22:09.231	32.6s	9.9s	63.9%	639.5 MB	962.1 MB	37.6 MB	6.3 KB
617	32/fb0b3c	164231	SUSIE_FINE_MAPPING (616)	COMPLETED	0	2022-01-12 15:22:22.617	19.4s	12.8s	75.8%	758 MB	1.1 GB	39.1 MB	6.3 KB
406	ed/39159f	163812	SUSIE_FINE_MAPPING (405)	COMPLETED	0	2022-01-12 15:19:12.993	3m 34s	3m 23s	86.3%	980.3 MB	1.3 GB	50.3 MB	13.7 KB
553	42/522e0e	164058	SUSIE_FINE_MAPPING (552)	COMPLETED	0	2022-01-12 15:21:00.798	1m 46s	22.8s	42.9%	731.8 MB	1 GB	46.8 MB	6.3 KB
589	e8/914d69	164159	SUSIE_FINE_MAPPING (588)	COMPLETED	0	2022-01-12 15:21:51.922	55.4s	32.4s	53.1%	1 GB	1.3 GB	55.4 MB	6.3 KB
600	5b/858ae5	164184	SUSIE_FINE_MAPPING (599)	COMPLETED	0	2022-01-12 15:22:02.117	45.5s	24.7s	56.3%	1.2 GB	1.4 GB	76.6 MB	6.3 KB
614	d2/9532d3	164223	SUSIE_FINE_MAPPING (613)	COMPLETED	0	2022-01-12 15:22:17.277	30.4s	10.8s	74.1%	814.1 MB	1.1 GB	45.1 MB	6.3 KB
624	56/b9e054	164244	SUSIE_FINE_MAPPING (623)	COMPLETED	0	2022-01-12 15:22:26.595	21.3s	13.8s	74.0%	604.6 MB	926.3 MB	43.4 MB	6.6 KB
299	b6/6be37d	163703	SUSIE_FINE_MAPPING (298)	COMPLETED	0	2022-01-12 15:17:58.714	4m 53s	4m 11s	83.8%	1.2 GB	1.5 GB	57.9 MB	7.2 KB
609	8a/1e7905	164210	SUSIE_FINE_MAPPING (608)	COMPLETED	0	2022-01-12 15:22:12.958	39s	31.1s	75.3%	837.8 MB	1.1 GB	55.1 MB	6.3 KB
628	a6/52d399	164251	SUSIE_FINE_MAPPING (627)	COMPLETED	0	2022-01-12 15:22:28.635	23.5s	12.1s	79.9%	641.1 MB	964 MB	48.7 MB	12.6 KB
618	68/efc367	164233	SUSIE_FINE_MAPPING (617)	COMPLETED	0	2022-01-12 15:22:23.134	33.8s	20.9s	55.3%	674.8 MB	997.4 MB	37 MB	6.3 KB
631	b6/ea5223	164256	SUSIE_FINE_MAPPING (630)	COMPLETED	0	2022-01-12 15:22:32.300	24.7s	14.2s	67.8%	862.5 MB	1.2 GB	45.3 MB	6.3 KB
637	c5/8b9bad	164268	SUSIE_FINE_MAPPING (636)	COMPLETED	0	2022-01-12 15:22:38.053	19s	11.3s	72.7%	680.7 MB	1 GB	45.6 MB	6.3 KB
420	33/e4adfd	163827	SUSIE_FINE_MAPPING (419)	COMPLETED	0	2022-01-12 15:19:24.208	3m 38s	3m 21s	91.2%	1.7 GB	2 GB	56 MB	7.7 KB
601	4e/1e02e8	164192	SUSIE_FINE_MAPPING (600)	COMPLETED	0	2022-01-12 15:22:08.108	53.8s	38.3s	56.1%	711.9 MB	1 GB	42.7 MB	6.3 KB
639	a4/de8e01	164272	SUSIE_FINE_MAPPING (638)	COMPLETED	0	2022-01-12 15:22:38.913	23.2s	13.4s	77.5%	751.9 MB	1 GB	41.3 MB	6.3 KB
548	28/c07d08	164049	SUSIE_FINE_MAPPING (547)	COMPLETED	0	2022-01-12 15:20:58.262	2m 9s	37.6s	40.4%	658.2 MB	986.9 MB	45.5 MB	7.5 KB
612	61/326f7f	164216	SUSIE_FINE_MAPPING (611)	COMPLETED	0	2022-01-12 15:22:16.220	50.7s	40.2s	24.8%	972.6 MB	1.3 GB	45.1 MB	6.3 KB
547	18/757bf4	164046	SUSIE_FINE_MAPPING (546)	COMPLETED	0	2022-01-12 15:20:58.014	2m 14s	39.5s	44.8%	728.7 MB	1013.1 MB	51 MB	6.3 KB
610	68/da1fd5	164212	SUSIE_FINE_MAPPING (609)	COMPLETED	0	2022-01-12 15:22:13.625	58.3s	42.4s	28.1%	846.8 MB	1.1 GB	55.6 MB	6.3 KB
645	ed/4d23a2	164295	SUSIE_FINE_MAPPING (644)	COMPLETED	0	2022-01-12 15:22:50.807	21.2s	12.9s	62.4%	750.8 MB	1 GB	37.9 MB	6.3 KB
646	66/cccd38	164300	SUSIE_FINE_MAPPING (645)	COMPLETED	0	2022-01-12 15:22:51.086	21s	14.8s	78.4%	1.1 GB	1.4 GB	55.5 MB	8.6 KB
546	b4/d30fb0	164044	SUSIE_FINE_MAPPING (545)	COMPLETED	0	2022-01-12 15:20:57.462	2m 19s	44.2s	47.4%	738.7 MB	1 GB	51 MB	6.5 KB
640	89/5cb9b0	164276	SUSIE_FINE_MAPPING (639)	COMPLETED	0	2022-01-12 15:22:42.060	35s	18.8s	47.8%	682.9 MB	875.1 MB	42.4 MB	8.4 KB
545	bf/4a4d06	164042	SUSIE_FINE_MAPPING (544)	COMPLETED	0	2022-01-12 15:20:57.208	2m 25s	50.5s	43.5%	678.8 MB	1009.4 MB	51 MB	7.8 KB
608	f6/176794	164207	SUSIE_FINE_MAPPING (607)	COMPLETED	0	2022-01-12 15:22:12.748	1m 9s	1m 3s	85.5%	782.3 MB	1.1 GB	51.5 MB	8.8 KB
657	35/5100ad	164364	SUSIE_FINE_MAPPING (656)	COMPLETED	0	2022-01-12 15:23:03.030	19.1s	11.4s	65.5%	532.3 MB	854.6 MB	34.7 MB	7 KB
634	ce/d5a408	164261	SUSIE_FINE_MAPPING (633)	COMPLETED	0	2022-01-12 15:22:33.824	53s	37.7s	21.9%	339.1 MB	532 MB	40.3 MB	6.8 KB
642	95/13ef02	164286	SUSIE_FINE_MAPPING (641)	COMPLETED	0	2022-01-12 15:22:47.265	44.6s	24.4s	54.6%	568.2 MB	799.3 MB	39.1 MB	6.3 KB
507	04/7705d2	163970	SUSIE_FINE_MAPPING (506)	COMPLETED	0	2022-01-12 15:20:28.606	3m 8s	2m 29s	67.7%	601.3 MB	923.2 MB	31.8 MB	7.6 KB
611	1e/d73c34	164215	SUSIE_FINE_MAPPING (610)	COMPLETED	0	2022-01-12 15:22:13.944	1m 23s	1m 16s	90.9%	1.2 GB	1.6 GB	68.2 MB	10.2 KB
661	4d/4dc68b	164405	SUSIE_FINE_MAPPING (660)	COMPLETED	0	2022-01-12 15:23:13.005	23.9s	16s	72.3%	619.3 MB	947.9 MB	39.2 MB	6.3 KB
619	91/2eb298	164236	SUSIE_FINE_MAPPING (618)	COMPLETED	0	2022-01-12 15:22:23.467	1m 18s	48.6s	24.8%	588.2 MB	781.3 MB	40.4 MB	9.9 KB
515	39/f43ca2	163986	SUSIE_FINE_MAPPING (514)	COMPLETED	0	2022-01-12 15:20:37.882	3m 9s	2m 53s	82.6%	559.6 MB	881.4 MB	32 MB	7.3 KB
662	fc/0dc000	164409	SUSIE_FINE_MAPPING (661)	COMPLETED	0	2022-01-12 15:23:13.553	33.3s	15.7s	53.0%	521.4 MB	839.7 MB	30.7 MB	6.3 KB
621	a3/8ca89c	164241	SUSIE_FINE_MAPPING (620)	COMPLETED	0	2022-01-12 15:22:25.225	1m 27s	45.9s	29.3%	668.6 MB	988.6 MB	38.9 MB	6.3 KB
629	2e/bdd147	164254	SUSIE_FINE_MAPPING (628)	COMPLETED	0	2022-01-12 15:22:30.156	1m 22s	42.8s	24.2%	484.3 MB	803.8 MB	29 MB	6.3 KB
630	74/067c98	164255	SUSIE_FINE_MAPPING (629)	COMPLETED	0	2022-01-12 15:22:30.563	1m 22s	44.3s	27.3%	1 GB	1.2 GB	59.9 MB	6.3 KB
636	1e/f024b0	164265	SUSIE_FINE_MAPPING (635)	COMPLETED	0	2022-01-12 15:22:37.791	1m 14s	50.8s	15.8%	595.3 MB	787.1 MB	43.1 MB	7 KB
638	1f/cbd955	164270	SUSIE_FINE_MAPPING (637)	COMPLETED	0	2022-01-12 15:22:38.688	1m 14s	48.2s	10.6%	403.1 MB	722.6 MB	27.8 MB	6.3 KB
659	4b/654775	164378	SUSIE_FINE_MAPPING (658)	COMPLETED	0	2022-01-12 15:23:07.350	45.5s	33.2s	68.1%	1.4 GB	1.6 GB	76.1 MB	15.7 KB
665	0a/a397a2	164425	SUSIE_FINE_MAPPING (664)	COMPLETED	0	2022-01-12 15:23:17.466	35.4s	20.6s	68.5%	567.8 MB	888.6 MB	31.3 MB	8.3 KB
467	92/8da71f	163891	SUSIE_FINE_MAPPING (466)	COMPLETED	0	2022-01-12 15:19:58.065	3m 59s	3m 24s	85.5%	906.5 MB	1.2 GB	44.2 MB	10.3 KB
551	98/c22262	164055	SUSIE_FINE_MAPPING (550)	COMPLETED	0	2022-01-12 15:21:00.500	2m 56s	51.1s	15.3%	215.9 MB	407.4 MB	27.5 MB	6.3 KB
557	32/93bbe8	164073	SUSIE_FINE_MAPPING (556)	COMPLETED	0	2022-01-12 15:21:07.005	2m 50s	52.9s	18.2%	637.2 MB	841.9 MB	46.6 MB	6.3 KB
519	8e/81e2a1	163992	SUSIE_FINE_MAPPING (518)	COMPLETED	0	2022-01-12 15:20:39.126	3m 23s	2m 28s	90.1%	842.7 MB	1.1 GB	42.4 MB	6.9 KB
641	6e/828ed9	164277	SUSIE_FINE_MAPPING (640)	COMPLETED	0	2022-01-12 15:22:42.915	1m 19s	52.3s	21.9%	900.7 MB	1.1 GB	56.5 MB	6.3 KB
357	e9/04fd13	163762	SUSIE_FINE_MAPPING (356)	COMPLETED	0	2022-01-12 15:18:28.906	5m 38s	5m 24s	90.8%	1.2 GB	1.6 GB	53.7 MB	6.6 KB
623	93/6e6986	164243	SUSIE_FINE_MAPPING (622)	COMPLETED	0	2022-01-12 15:22:26.428	1m 40s	56.1s	39.6%	607.5 MB	919.8 MB	43.8 MB	6.6 KB
627	4d/3966ae	164249	SUSIE_FINE_MAPPING (626)	COMPLETED	0	2022-01-12 15:22:28.329	1m 39s	55.2s	38.0%	665.4 MB	886.2 MB	43.3 MB	6.3 KB
667	e9/e37fb6	164446	SUSIE_FINE_MAPPING (666)	COMPLETED	0	2022-01-12 15:23:23.060	43.9s	24.2s	35.6%	547.3 MB	867.7 MB	36.2 MB	6.3 KB
669	4a/51d6fd	164494	SUSIE_FINE_MAPPING (668)	COMPLETED	0	2022-01-12 15:23:36.989	30s	19.3s	79.0%	1.1 GB	1.5 GB	59.6 MB	7.3 KB
673	10/df63e6	164511	SUSIE_FINE_MAPPING (672)	COMPLETED	0	2022-01-12 15:23:42.267	24.8s	13.1s	61.6%	675.1 MB	993.9 MB	38.2 MB	6.3 KB
554	0c/12ca3a	164059	SUSIE_FINE_MAPPING (553)	COMPLETED	0	2022-01-12 15:21:01.623	3m 10s	1m 1s	33.7%	634.2 MB	961.3 MB	47 MB	6.9 KB
626	7b/643ca0	164247	SUSIE_FINE_MAPPING (625)	COMPLETED	0	2022-01-12 15:22:27.740	1m 44s	1m 2s	43.2%	634.8 MB	963.7 MB	45.1 MB	9.8 KB
666	c5/34fc1a	164442	SUSIE_FINE_MAPPING (665)	COMPLETED	0	2022-01-12 15:23:22.439	49.8s	29.3s	46.9%	1 GB	1.2 GB	64 MB	10.8 KB
668	ba/e16edc	164460	SUSIE_FINE_MAPPING (667)	COMPLETED	0	2022-01-12 15:23:27.616	44.8s	28s	51.3%	633.8 MB	957.2 MB	40.4 MB	6.7 KB
